Stock ,Date ,series ,Open,High,Low,PREV. CLOSE ,ltp ,Close,vwap ,52W H ,52W L ,Volume,Value,No of trades 
TATAMOTORS,21-Aug-24,EQ,"1,089.00","1,095.30","1,083.30","1,086.90","1,086.85","1,085.20","1,087.29","1,179.00",593.3,"48,69,876","5,29,49,53,041.10","1,40,012"
TATAMOTORS,20-Aug-24,EQ,"1,097.00","1,098.05","1,082.05","1,087.70","1,087.00","1,086.90","1,086.98","1,179.00",593.3,"56,25,723","6,11,50,56,870.40","1,52,463"
TATAMOTORS,19-Aug-24,EQ,"1,105.90","1,107.00","1,085.00","1,098.35","1,090.00","1,087.70","1,091.34","1,179.00",593.3,"69,11,441","7,54,27,57,858.80","2,15,413"
TATAMOTORS,16-Aug-24,EQ,"1,072.00","1,099.95","1,070.00","1,062.35","1,098.00","1,098.35","1,088.94","1,179.00",593.3,"1,14,35,650","12,45,27,12,625.80","3,59,319"
TATAMOTORS,14-Aug-24,EQ,"1,057.00","1,067.05","1,047.00","1,053.45","1,062.85","1,062.35","1,059.22","1,179.00",593.3,"82,11,830","8,69,81,60,597.85","3,38,678"
TATAMOTORS,13-Aug-24,EQ,"1,074.85","1,075.50","1,048.20","1,076.15","1,056.35","1,053.45","1,058.44","1,179.00",593.3,"75,08,231","7,94,69,93,629.20","2,56,317"
TATAMOTORS,12-Aug-24,EQ,"1,065.00","1,079.90","1,055.00","1,068.10","1,075.40","1,076.15","1,074.62","1,179.00",593.3,"1,13,11,050","12,15,51,20,942.60","2,83,848"
TATAMOTORS,09-Aug-24,EQ,"1,055.00","1,082.95","1,052.05","1,041.75","1,071.00","1,068.10","1,070.33","1,179.00",593.3,"1,54,43,008","16,52,91,64,246.20","4,03,926"
TATAMOTORS,08-Aug-24,EQ,"1,034.95","1,056.40","1,027.00","1,025.30","1,042.00","1,041.75","1,043.95","1,179.00",593.3,"1,95,29,790","20,38,81,69,431.55","3,98,999"
TATAMOTORS,07-Aug-24,EQ,"1,036.05","1,040.20","1,015.05","1,013.75","1,027.00","1,025.30","1,022.17","1,179.00",593.3,"99,78,703","10,19,99,27,148.55","2,70,211"
TATAMOTORS,06-Aug-24,EQ,"1,030.00","1,060.65","1,008.40","1,016.45","1,018.55","1,013.75","1,032.34","1,179.00",593.3,"1,67,26,393","17,26,74,02,640.30","5,29,099"
TATAMOTORS,05-Aug-24,EQ,"1,059.95","1,065.00","1,014.05","1,096.65","1,015.45","1,016.45","1,034.68","1,179.00",593.3,"2,66,51,144","27,57,54,30,534.50","7,74,396"
TATAMOTORS,02-Aug-24,EQ,"1,120.00","1,120.00","1,090.05","1,144.40","1,095.00","1,096.65","1,102.36","1,179.00",593.3,"2,19,67,812","24,21,64,06,152.15","5,21,622"
TATAMOTORS,01-Aug-24,EQ,"1,167.00","1,176.00","1,136.50","1,156.65","1,142.65","1,144.40","1,152.27","1,179.00",593.3,"1,43,75,948","16,56,50,40,996.00","3,15,403"
TATAMOTORS,31-Jul-24,EQ,"1,164.00","1,167.90","1,145.30","1,161.85","1,159.00","1,156.65","1,155.71","1,179.00",593.3,"1,08,60,623","12,55,17,38,775.95","2,76,733"
TATAMOTORS,30-Jul-24,EQ,"1,125.80","1,179.00","1,118.60","1,124.00","1,162.00","1,161.85","1,159.58","1,179.00",593.3,"2,85,92,304","33,15,49,78,461.75","4,79,248"
TATAMOTORS,29-Jul-24,EQ,"1,124.00","1,139.90","1,118.60","1,118.30","1,124.00","1,124.00","1,126.98","1,139.90",593.3,"1,18,50,624","13,35,53,95,151.85","2,40,071"
TATAMOTORS,26-Jul-24,EQ,"1,111.95","1,120.50","1,083.60","1,090.95","1,116.05","1,118.30","1,102.42","1,120.50",593.3,"2,12,32,845","23,40,75,96,444.55","3,50,076"
TATAMOTORS,25-Jul-24,EQ,"1,029.00","1,094.00","1,024.35","1,027.70","1,089.05","1,090.95","1,072.70","1,094.00",593.3,"3,27,66,835","35,14,88,51,986.10","6,43,962"
TATAMOTORS,24-Jul-24,EQ,997.8,"1,034.25",995.15,"1,001.80","1,026.45","1,027.70","1,024.27","1,065.60",593.3,"1,14,69,098","11,74,74,66,151.50","2,53,508"
TATAMOTORS,23-Jul-24,EQ,"1,007.90","1,008.65",967.2,"1,003.15","1,001.00","1,001.80",996.08,"1,065.60",593.3,"1,03,84,177","10,34,34,74,615.85","2,78,738"
TATAMOTORS,22-Jul-24,EQ,990,"1,008.00",976.55,990,"1,003.90","1,003.15",996.51,"1,065.60",593.3,"73,96,198","7,37,03,49,634.00","1,84,710"
TATAMOTORS,19-Jul-24,EQ,"1,024.00","1,024.00",986.65,"1,024.55",990.8,990,"1,002.41","1,065.60",593.3,"74,00,178","7,41,80,29,167.70","2,22,285"
TATAMOTORS,18-Jul-24,EQ,"1,022.95","1,027.00","1,008.00","1,021.15","1,025.00","1,024.55","1,019.04","1,065.60",593.3,"80,10,324","8,16,28,46,376.75","2,27,199"
TATAMOTORS,16-Jul-24,EQ,"1,025.50","1,029.60","1,019.20","1,024.45","1,020.00","1,021.15","1,023.51","1,065.60",593.3,"48,24,555","4,93,79,99,824.75","1,12,175"
TATAMOTORS,15-Jul-24,EQ,"1,021.35","1,029.80","1,017.30","1,016.75","1,024.50","1,024.45","1,025.55","1,065.60",593.3,"58,47,333","5,99,67,56,146.45","1,59,747"
TATAMOTORS,12-Jul-24,EQ,"1,023.85","1,025.90","1,015.00","1,020.80","1,018.20","1,016.75","1,020.26","1,065.60",593.3,"73,39,644","7,48,83,35,702.40","1,77,026"
TATAMOTORS,11-Jul-24,EQ,"1,008.00","1,025.50","1,007.05","1,005.50","1,021.20","1,020.80","1,020.12","1,065.60",593.3,"1,19,83,571","12,22,47,30,348.70","2,62,202"
TATAMOTORS,10-Jul-24,EQ,"1,015.00","1,019.85",986.05,"1,014.95","1,004.30","1,005.50","1,006.58","1,065.60",593.3,"1,34,12,206","13,50,04,45,675.60","2,66,731"
TATAMOTORS,09-Jul-24,EQ,"1,000.95","1,017.00",998.1,"1,002.60","1,014.15","1,014.95","1,010.93","1,065.60",593.3,"1,09,48,094","11,06,77,56,784.35","2,04,321"
TATAMOTORS,08-Jul-24,EQ,"1,005.00","1,016.60",996.2,993.65,"1,002.90","1,002.60","1,005.86","1,065.60",593.3,"1,33,12,085","13,39,01,56,806.85","2,58,538"
TATAMOTORS,05-Jul-24,EQ,"1,005.00","1,006.60",989.95,998.2,992.9,993.65,996.93,"1,065.60",584.95,"90,50,375","9,02,26,29,661.70","2,07,489"
TATAMOTORS,04-Jul-24,EQ,984,"1,004.00",979.6,975.65,"1,002.50",998.2,992.82,"1,065.60",584.95,"1,21,39,832","12,05,26,90,682.10","2,28,411"
TATAMOTORS,03-Jul-24,EQ,984.95,987.35,973.5,981.3,977.25,975.65,977.3,"1,065.60",584.95,"73,46,258","7,17,95,27,220.45","2,30,730"
TATAMOTORS,02-Jul-24,EQ,"1,004.05","1,005.00",979.1,"1,002.05",982.5,981.3,988.36,"1,065.60",584.95,"1,22,84,132","12,14,11,66,752.35","2,52,422"
TATAMOTORS,01-Jul-24,EQ,989.75,"1,005.50",985.2,989.75,"1,000.00","1,002.05",996.45,"1,065.60",584.95,"1,40,06,105","13,95,63,45,878.05","2,47,271"
TATAMOTORS,28-Jun-24,EQ,975,998.5,972.55,972.1,989.2,989.75,989.82,"1,065.60",557.8,"2,30,25,267","22,79,09,23,244.55","4,26,973"
TATAMOTORS,27-Jun-24,EQ,952.5,974.85,948.05,951.85,972.6,972.1,959.23,"1,065.60",557.8,"1,93,85,412","18,59,50,83,922.20","2,73,327"
TATAMOTORS,26-Jun-24,EQ,956,962.5,950.1,955,952.5,951.85,956.51,"1,065.60",557.8,"69,08,988","6,60,85,39,093.40","1,82,508"
TATAMOTORS,25-Jun-24,EQ,960,962.85,949.3,958.05,955.5,955,954.6,"1,065.60",557.8,"73,04,128","6,97,25,50,149.55","2,15,159"
TATAMOTORS,24-Jun-24,EQ,960.9,963.5,950.05,961.8,959,958.05,957.97,"1,065.60",557.8,"66,55,577","6,37,58,11,978.75","1,82,820"
TATAMOTORS,21-Jun-24,EQ,979,980.9,958.1,978.25,960,961.8,966.4,"1,065.60",557.7,"1,43,03,735","13,82,31,76,478.20","3,86,477"
TATAMOTORS,20-Jun-24,EQ,980,988.4,976.35,977.35,979.1,978.25,981.43,"1,065.60",557.7,"72,99,571","7,16,40,54,388.95","1,75,319"
TATAMOTORS,19-Jun-24,EQ,990,994.9,975.15,985.9,977.5,977.35,983.31,"1,065.60",557.7,"76,05,719","7,47,87,62,920.90","1,82,319"
TATAMOTORS,18-Jun-24,EQ,"1,000.00","1,003.55",984,993.4,986.5,985.9,992.19,"1,065.60",557.7,"98,45,075","9,76,81,98,778.40","2,84,505"
TATAMOTORS,14-Jun-24,EQ,990,997.25,981.4,985.85,992,993.4,990.22,"1,065.60",557.7,"1,15,91,421","11,47,80,53,630.05","3,09,906"
TATAMOTORS,13-Jun-24,EQ,"1,002.00","1,002.00",980.75,988.7,985.8,985.85,988.6,"1,065.60",557.7,"1,21,57,226","12,01,86,56,079.65","2,95,633"
TATAMOTORS,12-Jun-24,EQ,994.5,"1,010.25",987,987.1,989.2,988.7,996.34,"1,065.60",557.7,"1,75,27,993","17,46,38,64,630.25","4,30,324"
TATAMOTORS,11-Jun-24,EQ,973.8,992.55,966.65,975.15,986.15,987.1,984.93,"1,065.60",557.7,"1,48,28,702","14,60,53,01,145.30","4,00,232"
TATAMOTORS,10-Jun-24,EQ,977,984.9,969.1,970.5,974.8,975.15,976.04,"1,065.60",557.7,"92,58,931","9,03,71,31,825.15","2,02,911"
TATAMOTORS,07-Jun-24,EQ,940,973,935.25,938.25,970,970.5,959.91,"1,065.60",537.9,"1,55,77,866","14,95,32,76,886.75","3,19,681"
TATAMOTORS,06-Jun-24,EQ,940,946,931.2,929.95,939.5,938.25,939.29,"1,065.60",537.9,"1,17,92,640","11,07,67,24,156.05","3,58,066"
TATAMOTORS,05-Jun-24,EQ,924.95,933.75,890,903.9,928,929.95,917.55,"1,065.60",537.9,"1,37,52,553","12,61,87,06,601.05","3,47,081"
TATAMOTORS,04-Jun-24,EQ,948,948,855.4,950.45,904.95,903.9,903.72,"1,065.60",537.9,"2,65,54,598","23,99,79,86,160.70","8,13,215"
TATAMOTORS,03-Jun-24,EQ,963,963,934,923,951.5,950.45,945.99,"1,065.60",537.9,"1,23,14,329","11,64,91,70,721.05","3,03,950"
TATAMOTORS,31-May-24,EQ,931.65,937.25,920.1,923.95,924.5,923,926.9,"1,065.60",516.4,"1,42,89,102","13,24,45,60,246.05","2,92,240"
TATAMOTORS,30-May-24,EQ,943.5,951.45,921,943.6,929.35,923.95,932.76,"1,065.60",516.4,"1,01,70,912","9,48,70,37,493.15","3,12,135"
TATAMOTORS,29-May-24,EQ,946.95,950.5,938.8,947.55,943.5,943.6,944.04,"1,065.60",516.4,"81,84,019","7,72,60,12,188.20","2,35,178"
TATAMOTORS,28-May-24,EQ,959,961.9,946,958.5,947.45,947.55,951.76,"1,065.60",516.4,"66,18,946","6,29,96,51,307.05","1,97,988"
TATAMOTORS,27-May-24,EQ,964.9,966.45,952,960.55,959.2,958.5,960.65,"1,065.60",516.4,"69,16,555","6,64,43,93,473.10","1,74,172"
TATAMOTORS,24-May-24,EQ,962.5,970.95,958,962.35,958.9,960.55,965.97,"1,065.60",509.1,"95,90,588","9,26,42,65,969.40","2,55,338"
TATAMOTORS,23-May-24,EQ,950,963.45,945.05,947.5,962.45,962.35,955.16,"1,065.60",509.1,"1,12,11,074","10,70,83,62,879.35","2,57,170"
TATAMOTORS,22-May-24,EQ,952,954.9,942.55,951.3,947.95,947.5,948.59,"1,065.60",509.1,"94,95,279","9,00,71,05,777.45","2,43,237"
TATAMOTORS,21-May-24,EQ,954,956.65,948.7,953.95,950.5,951.3,952.23,"1,065.60",509.1,"1,00,55,258","9,57,49,46,020.95","3,08,306"
TATAMOTORS,18-May-24,EQ,950,958,947,945.7,954,953.95,951.58,"1,065.60",504.75,"19,30,324","1,83,68,62,132.25","46,830"
TATAMOTORS,17-May-24,EQ,944,953.4,941,936.4,944.95,945.7,946.87,"1,065.60",504.75,"1,32,05,512","12,50,39,51,677.20","3,45,592"
TATAMOTORS,16-May-24,EQ,953.2,954.4,919,947.3,939.2,936.4,932.31,"1,065.60",504.75,"3,12,40,770","29,12,60,84,706.15","9,91,302"
TATAMOTORS,15-May-24,EQ,970.95,972.95,945.1,964.65,946,947.3,955.59,"1,065.60",504.75,"1,96,68,239","18,79,47,94,488.80","5,52,332"
TATAMOTORS,14-May-24,EQ,965.1,968,953.25,959.75,964.75,964.65,961.48,"1,065.60",504.75,"1,63,25,689","15,69,67,71,291.20","4,44,401"
TATAMOTORS,13-May-24,EQ,"1,005.00","1,008.70",947.2,"1,046.65",959.4,959.75,965.73,"1,065.60",504.75,"5,89,74,762","56,95,37,31,977.95","12,49,124"
TATAMOTORS,10-May-24,EQ,"1,037.00","1,050.35","1,030.40","1,030.30","1,047.00","1,046.65","1,041.70","1,065.60",478.1,"1,33,83,183","13,94,12,41,784.40","2,72,084"
TATAMOTORS,09-May-24,EQ,"1,011.00","1,043.20","1,007.30","1,012.10","1,030.00","1,030.30","1,031.37","1,065.60",478.1,"1,91,89,798","19,79,17,72,664.40","3,73,117"
TATAMOTORS,08-May-24,EQ,986.95,"1,015.00",977,988.55,"1,013.10","1,012.10","1,001.59","1,065.60",478.1,"75,19,352","7,53,12,91,997.20","1,76,945"
TATAMOTORS,07-May-24,EQ,"1,016.20","1,017.95",982.05,"1,016.20",988,988.55,995.72,"1,065.60",478.1,"88,77,426","8,83,94,36,147.40","2,68,478"
TATAMOTORS,06-May-24,EQ,"1,015.00","1,019.80","1,005.00","1,013.40","1,015.10","1,016.20","1,013.30","1,065.60",478.1,"57,24,760","5,80,09,03,344.70","1,52,486"
TATAMOTORS,03-May-24,EQ,"1,038.00","1,040.20",996,"1,027.80","1,014.50","1,013.40","1,017.92","1,065.60",474.55,"1,18,71,773","12,08,45,02,533.20","2,94,136"
TATAMOTORS,02-May-24,EQ,"1,020.00","1,030.00","1,011.55","1,007.90","1,028.80","1,027.80","1,024.12","1,065.60",474.55,"1,26,95,047","13,00,13,13,075.95","3,25,584"
TATAMOTORS,30-Apr-24,EQ,"1,005.00","1,019.45",997.5,"1,000.60","1,008.00","1,007.90","1,013.13","1,065.60",474.55,"90,47,011","9,16,58,14,674.35","2,17,132"
TATAMOTORS,29-Apr-24,EQ,"1,003.05","1,005.75",999,999.5,"1,000.05","1,000.60","1,001.33","1,065.60",474.55,"47,64,750","4,77,10,91,108.70","1,38,831"
TATAMOTORS,26-Apr-24,EQ,"1,007.80","1,008.95",996.6,"1,001.25","1,000.00",999.5,"1,002.09","1,065.60",468.3,"79,37,500","7,95,41,27,656.55","2,07,973"
TATAMOTORS,25-Apr-24,EQ,992.5,"1,003.30",989.5,991.65,"1,002.00","1,001.25",996.95,"1,065.60",468.3,"83,66,455","8,34,09,20,069.70","1,91,801"
TATAMOTORS,24-Apr-24,EQ,992.4,995.9,988,986.75,990.8,991.65,991.57,"1,065.60",468.3,"46,71,450","4,63,20,68,971.70","1,32,021"
TATAMOTORS,23-Apr-24,EQ,976,994.5,974.05,973.55,987.75,986.75,985.98,"1,065.60",468.3,"79,94,116","7,88,20,75,910.30","2,04,024"
TATAMOTORS,22-Apr-24,EQ,978.75,978.75,966,963.2,974.7,973.55,971.86,"1,065.60",468.3,"71,87,959","6,98,56,55,749.55","1,85,545"
TATAMOTORS,19-Apr-24,EQ,964,967.95,944,971.35,964.4,963.2,956.12,"1,065.60",465.8,"1,53,81,310","14,70,64,20,442.10","4,55,804"
TATAMOTORS,18-Apr-24,EQ,996.35,"1,003.10",966.25,992.8,977.55,971.35,985.92,"1,065.60",465.8,"1,35,40,490","13,34,98,51,587.35","3,86,743"
TATAMOTORS,16-Apr-24,EQ,990,"1,004.90",982.1,998.8,992.2,992.8,994.95,"1,065.60",465.8,"95,74,762","9,52,64,21,190.55","3,71,266"
TATAMOTORS,15-Apr-24,EQ,998.1,"1,006.95",978.5,"1,018.50",997.95,998.8,996.59,"1,065.60",465.8,"1,26,32,409","12,58,93,70,202.80","3,15,872"
TATAMOTORS,12-Apr-24,EQ,"1,014.00","1,029.00","1,013.50","1,013.50","1,020.00","1,018.50","1,022.78","1,065.60",452,"1,15,75,194","11,83,88,97,334.00","2,69,532"
TATAMOTORS,10-Apr-24,EQ,"1,012.25","1,021.00","1,010.00","1,008.50","1,014.00","1,013.50","1,013.34","1,065.60",452,"45,54,077","4,61,48,09,424.85","1,47,535"
TATAMOTORS,09-Apr-24,EQ,"1,021.00","1,029.50","1,005.00","1,013.20","1,008.00","1,008.50","1,016.63","1,065.60",452,"85,39,041","8,68,10,62,975.60","1,65,448"
TATAMOTORS,08-Apr-24,EQ,"1,010.05","1,016.40","1,004.00","1,007.10","1,012.70","1,013.20","1,011.67","1,065.60",452,"51,88,052","5,24,85,88,584.35","1,35,516"
TATAMOTORS,05-Apr-24,EQ,"1,011.60","1,012.50","1,004.40","1,011.60","1,007.85","1,007.10","1,007.70","1,065.60",419.5,"45,19,120","4,55,39,38,869.15","1,25,137"
TATAMOTORS,04-Apr-24,EQ,"1,016.00","1,017.00",998.15,"1,009.15","1,013.00","1,011.60","1,009.18","1,065.60",419.5,"91,38,276","9,22,21,66,611.85","2,22,736"
TATAMOTORS,03-Apr-24,EQ,"1,004.00","1,014.45",992.55,"1,004.65","1,009.80","1,009.15","1,005.24","1,065.60",419.5,"80,40,366","8,08,24,83,994.30","1,78,668"
TATAMOTORS,02-Apr-24,EQ,999,"1,008.00",993.4,992.25,"1,006.40","1,004.65","1,001.88","1,065.60",419.5,"79,95,931","8,01,09,66,198.30","1,40,240"
TATAMOTORS,01-Apr-24,EQ,"1,000.00","1,009.85",987.45,992.8,994,992.25,999.89,"1,065.60",419.5,"86,29,407","8,62,84,17,031.65","1,86,115"
TATAMOTORS,28-Mar-24,EQ,982.5,999.9,979,978.65,995,992.8,989.41,"1,065.60",400.45,"98,62,996","9,75,85,05,417.60","2,06,461"
TATAMOTORS,27-Mar-24,EQ,991.6,995,976.7,986.2,979.85,978.65,986.05,"1,065.60",400.45,"66,40,537","6,54,79,01,957.20","1,53,746"
TATAMOTORS,26-Mar-24,EQ,977,995,976,979.8,987.15,986.2,988.47,"1,065.60",400.45,"94,61,531","9,35,24,25,727.35","2,03,693"
TATAMOTORS,22-Mar-24,EQ,964.9,986.2,950.35,964.9,979.75,979.8,973.11,"1,065.60",400.45,"1,36,38,296","13,27,15,35,879.30","3,31,701"
TATAMOTORS,21-Mar-24,EQ,951,969.25,946,940.45,965.55,964.9,959.7,"1,065.60",400.45,"1,10,74,207","10,62,78,71,292.80","2,55,104"
TATAMOTORS,20-Mar-24,EQ,960.9,965.15,921.2,957.75,944.3,940.45,940.72,"1,065.60",400.45,"1,39,00,321","13,07,63,39,290.15","3,34,099"
TATAMOTORS,19-Mar-24,EQ,968.55,970.6,951.6,972.45,958.2,957.75,960.6,"1,065.60",400.45,"94,83,750","9,11,01,35,924.35","2,38,021"
TATAMOTORS,18-Mar-24,EQ,945.85,974.8,936.65,945.85,972,972.45,961.64,"1,065.60",400.45,"1,21,21,719","11,65,67,66,985.35","3,01,579"
TATAMOTORS,15-Mar-24,EQ,968.4,979.75,940,967.75,943.95,945.85,951.07,"1,065.60",400.45,"2,33,90,913","22,24,63,00,902.20","4,09,527"
TATAMOTORS,14-Mar-24,EQ,964.95,982,955.4,973.2,968.4,967.75,968.09,"1,065.60",400.45,"2,29,31,801","22,20,00,06,561.95","4,53,838"
TATAMOTORS,13-Mar-24,EQ,"1,019.00","1,021.00",963.55,"1,016.50",973.15,973.2,988.04,"1,065.60",400.45,"1,65,64,155","16,36,60,04,383.05","4,29,325"
TATAMOTORS,12-Mar-24,EQ,"1,027.80","1,037.00","1,011.30","1,028.00","1,019.00","1,016.50","1,022.19","1,065.60",400.45,"87,63,820","8,95,82,73,288.40","2,43,990"
TATAMOTORS,11-Mar-24,EQ,"1,034.75","1,035.95","1,021.00","1,039.30","1,029.00","1,028.00","1,028.41","1,065.60",400.45,"75,02,450","7,71,56,05,116.35","2,26,237"
TATAMOTORS,07-Mar-24,EQ,"1,025.00","1,047.00","1,014.05","1,017.65","1,038.00","1,039.30","1,034.02","1,065.60",400.45,"1,68,77,082","17,45,12,86,445.70","3,34,768"
TATAMOTORS,06-Mar-24,EQ,"1,025.00","1,030.65","1,009.00","1,021.90","1,018.30","1,017.65","1,017.80","1,065.60",400.45,"1,42,14,823","14,46,78,13,308.05","3,24,328"
TATAMOTORS,05-Mar-24,EQ,"1,027.00","1,065.60","1,005.35",987.2,"1,022.60","1,021.90","1,034.27","1,065.60",400.45,"5,98,11,033","61,86,08,32,911.30","10,21,819"
TATAMOTORS,04-Mar-24,EQ,993.25,995,980.1,988.35,988.9,987.2,987.44,995,400.45,"60,84,495","6,00,80,71,877.35","1,72,305"
TATAMOTORS,02-Mar-24,EQ,987,992.6,981.55,977.4,989,988.35,988.11,992.6,400.45,"17,83,565","1,76,23,52,615.40","44,527"
TATAMOTORS,01-Mar-24,EQ,958.95,980.4,956.7,950.2,978,977.4,973.55,980.4,400.45,"1,06,45,369","10,36,38,17,721.85","2,62,649"
TATAMOTORS,29-Feb-24,EQ,959,959.25,942.9,958.05,954.8,950.2,951.04,976,400.45,"1,03,46,657","9,84,01,23,082.15","2,65,774"
TATAMOTORS,28-Feb-24,EQ,966.15,976,950.3,962.7,956.45,958.05,964.72,976,400.45,"1,52,19,187","14,68,23,25,105.15","2,74,090"
TATAMOTORS,27-Feb-24,EQ,936.75,965,935.5,936.95,962.55,962.7,952.91,965,400.45,"1,28,10,206","12,20,69,13,965.65","2,55,150"
TATAMOTORS,26-Feb-24,EQ,937.1,945,930.7,937.4,937,936.95,939.4,950,400.45,"56,00,234","5,26,08,57,679.25","1,55,986"
TATAMOTORS,23-Feb-24,EQ,933.1,939.8,929.4,932.3,935.05,937.4,935.7,950,400.45,"70,47,473","6,59,43,19,211.95","1,77,363"
TATAMOTORS,22-Feb-24,EQ,924.65,933.85,914.6,921.05,932,932.3,924.59,950,400.45,"64,37,014","5,95,15,96,828.20","1,86,849"
TATAMOTORS,21-Feb-24,EQ,926.35,937.2,916.5,926.35,921.5,921.05,927.22,950,400.45,"60,11,018","5,57,35,15,628.15","1,57,853"
WIPRO,20-Feb-25,EQ,311.2,314.3,310.25,314.1,313.1,313.3,312.82,596,280.5,"76,97,134","2,40,78,04,466.35","71,909"
WIPRO,19-Feb-25,EQ,311.25,316.5,308.3,312.2,313.2,314.1,313.54,596,280.5,"78,35,672","2,45,67,88,980.50","97,876"
WIPRO,18-Feb-25,EQ,305.35,312.75,305.35,305.35,311.5,312.2,309.21,596,280.5,"1,03,68,789","3,20,61,29,056.60","1,18,208"
WIPRO,17-Feb-25,EQ,308.1,310.3,302,308.1,306.1,305.35,304.55,596,280.5,"75,07,772","2,28,64,99,118.80","82,489"
WIPRO,14-Feb-25,EQ,310.05,312.4,304.55,308.55,308.15,308.1,307.44,596,280.5,"73,71,341","2,26,62,39,687.30","77,927"
WIPRO,13-Feb-25,EQ,310.3,313.65,306.95,310.2,309,308.55,310.11,596,280.5,"88,32,731","2,73,91,43,267.40","1,02,188"
WIPRO,12-Feb-25,EQ,313.45,315.75,309.35,313,310.05,310.2,311.56,596,280.5,"96,68,342","3,01,22,22,171.10","1,25,445"
WIPRO,11-Feb-25,EQ,319.5,320.4,311.6,319.05,312.75,313,314.52,596,280.5,"1,06,27,890","3,34,26,82,930.00","1,09,307"
WIPRO,10-Feb-25,EQ,318.8,321,315.85,318,319,319.05,318.97,596,280.5,"1,23,04,840","3,92,48,77,162.60","1,08,216"
WIPRO,07-Feb-25,EQ,319,319,314,317.95,317,318,317.33,596,280.5,"85,89,587","2,72,56,95,315.05","72,987"
WIPRO,06-Feb-25,EQ,320,323.6,314.55,317.1,317.3,317.95,318.05,596,280.5,"1,50,62,390","4,79,05,91,282.00","1,08,568"
WIPRO,05-Feb-25,EQ,317.8,321.45,314.9,316.25,316.75,317.1,316.99,596,280.5,"96,28,027","3,05,20,25,827.20","85,969"
WIPRO,04-Feb-25,EQ,318,318.85,313.35,313.6,316.15,316.25,315.89,596,280.5,"1,53,66,864","4,85,42,02,226.25","1,23,243"
WIPRO,03-Feb-25,EQ,303,314,300.3,304.8,313.1,313.6,310.58,596,280.5,"1,48,77,076","4,62,04,84,899.45","1,39,269"
WIPRO,01-Feb-25,EQ,312.55,313.25,303.35,311.9,305.55,304.8,307.3,596,280.5,"60,46,117","1,85,79,55,201.90","67,619"
WIPRO,31-Jan-25,EQ,311.7,315.7,309.55,309,312.2,311.9,311.84,596,280.5,"1,55,97,644","4,86,40,35,359.80","1,07,818"
WIPRO,30-Jan-25,EQ,311,313.7,305.95,312.45,309.5,309,309.73,596,280.5,"99,84,186","3,09,24,15,893.70","1,01,415"
WIPRO,29-Jan-25,EQ,305.05,314.7,305.05,303.6,312,312.45,311.14,596,280.5,"1,63,38,112","5,08,33,83,800.90","1,17,876"
WIPRO,28-Jan-25,EQ,304,307.6,301.55,307.95,304.95,303.6,304.14,596,280.5,"1,20,77,491","3,67,32,18,598.40","1,02,233"
WIPRO,27-Jan-25,EQ,317.8,319.15,306.75,320.1,308,307.95,312,596,280.5,"1,23,72,895","3,86,03,64,424.45","1,31,012"
WIPRO,24-Jan-25,EQ,319,322.5,316.6,317.7,319.95,320.1,319.91,596,280.5,"1,74,79,586","5,59,19,40,063.10","1,62,614"
WIPRO,23-Jan-25,EQ,311.1,324.6,310.65,309.1,317.7,317.7,319.2,596,280.5,"3,99,04,371","12,73,74,62,398.95","3,72,523"
WIPRO,22-Jan-25,EQ,299.35,310,299.35,298.35,309.9,309.1,306.19,596,280.5,"3,08,59,317","9,44,87,83,185.70","2,61,178"
WIPRO,21-Jan-25,EQ,302.4,305.85,297.8,300.25,298.15,298.35,300.92,596,280.5,"1,56,19,474","4,70,02,25,888.20","1,36,792"
WIPRO,20-Jan-25,EQ,302,305.4,296.95,281.95,300.5,300.25,301.18,596,280.5,"3,93,80,165","11,86,03,40,505.50","2,91,765"
WIPRO,17-Jan-25,EQ,287.8,287.8,280.5,288.05,281.7,281.95,283.15,596,280.5,"93,58,955","2,65,00,06,805.45","1,22,143"
WIPRO,16-Jan-25,EQ,295.9,296.5,286.7,292.65,288.85,288.05,289.09,596,286.55,"1,03,45,666","2,99,08,29,442.60","1,45,955"
WIPRO,15-Jan-25,EQ,293,294.7,289.7,292.85,292.6,292.65,292.07,596,286.55,"46,62,694","1,36,18,15,377.05","77,903"
WIPRO,14-Jan-25,EQ,291.8,294.55,286.55,291.85,292.9,292.85,291.88,596,286.55,"76,70,070","2,23,87,39,925.35","94,571"
WIPRO,13-Jan-25,EQ,298.95,299.25,290.25,300.55,292.55,291.85,293.47,596,289.3,"95,41,248","2,80,00,66,624.10","1,11,331"
WIPRO,10-Jan-25,EQ,294.3,303.25,294.3,292.3,299.65,300.55,300.03,596,289.3,"1,95,05,556","5,85,22,12,907.90","1,95,857"
WIPRO,09-Jan-25,EQ,297,298,291.35,297.55,292.55,292.3,293.67,596,289.3,"79,64,702","2,33,90,25,845.65","1,11,802"
WIPRO,08-Jan-25,EQ,293,298.45,289.3,294.05,296.7,297.55,293.58,596,289.3,"79,37,785","2,33,03,69,706.15","87,090"
WIPRO,07-Jan-25,EQ,294.3,297.5,291.3,294.3,293.9,294.05,293.59,596,289.3,"73,81,943","2,16,72,52,622.45","79,777"
WIPRO,06-Jan-25,EQ,295,297.8,290.55,294.45,294,294.3,294.25,596,289.3,"91,73,687","2,69,93,22,101.00","1,27,575"
